sym_idx,demod_I,demod_Q,locked
1348,1945,-716,1
1349,-2006,-714,1
1350,588,641,1
1351,-579,736,1
1352,694,637,1
1353,1949,-654,1
1354,-597,-723,1
1355,706,1883,1
1356,-1994,-652,1
1357,-1952,-656,1
1358,1927,1884,1
1359,-629,-655,1
1360,-2031,675,1
1361,1850,2037,1
1362,-564,-1985,1
1363,2023,1948,1
1364,-1850,-1958,1
1365,-678,-1915,1
1366,-586,2016,1
1367,-1906,1988,1
1368,-2026,-573,1
1369,-625,-554,1
1370,-1888,-671,1
1371,2003,-1851,1
1372,-697,-1987,1
1373,-1925,-685,1
1374,-618,1887,1
1375,587,1853,1
1376,-1954,715,1
1377,-1943,-1824,1
1378,605,-676,1
1379,1971,-700,1
1380,-611,-615,1
1381,-1923,-1826,1
1382,-706,-682,1
1383,-684,643,1
1384,710,1962,1
1385,-602,1928,1
1386,1915,660,1
1387,-642,-690,1
1388,-663,-662,1
1389,-702,1890,1
1390,-679,1885,1
1391,-1926,-1744,1
1392,-1962,669,1
1393,579,657,1
1394,-1934,659,1
1395,-702,-1898,1
1396,712,-2041,1
1397,547,577,1
1398,2033,627,1
1399,-1932,671,1
1400,-673,-555,1
1401,1875,1674,1
1402,-561,607,1
1403,-1929,611,1
1404,1961,605,1
1405,-1810,-1658,1
1406,-1633,1881,1
1407,1633,-1902,1
1408,-1780,-1658,1
1409,2017,615,1
1410,-521,1852,1
1411,1894,1598,1
1412,-670,-674,1
1413,-1627,1796,1
1414,617,-1908,1
1415,700,-1905,1
1416,-620,-1833,1
1417,-1869,-1573,1
1418,-2015,-610,1
1419,-629,1907,1
1420,1588,-1810,1
1421,1601,-1771,1
1422,1630,-1673,1
1423,-663,-652,1
1424,1567,-1777,1
1425,649,640,1
1426,-1936,528,1
1427,-1769,-1572,1
1428,-695,1926,1
1429,1535,-1778,1
1430,662,-680,1
1431,-1575,1673,1
1432,-665,666,1
1433,1715,1557,1
1434,627,1951,1
1435,-715,-671,1
1436,-1927,642,1
1437,1756,1515,1
1438,-661,-1938,1
1439,715,-2000,1
1440,1497,-1732,1
1441,-521,-1986,1
1442,640,1928,1
1443,-662,532,1
1444,1864,665,1
1445,1479,-1694,1
1446,-1935,563,1
1447,-1784,-1448,1
1448,-1491,1688,1
1449,-1904,-734,1
1450,-649,589,1
1451,597,-1973,1
1452,-732,1932,1
1453,1473,-1667,1
1454,-1899,-754,1
1455,645,-614,1
1456,683,1925,1
1457,-1456,1647,1
1458,705,-641,1
1459,-680,597,1
1460,-593,-1936,1
1461,-1908,540,1
1462,-725,700,1
1463,-1633,-1449,1
1464,-672,672,1
1465,642,1976,1
1466,-574,-716,1
1467,1620,1432,1
1468,715,648,1
1469,665,615,1
1470,-727,1969,1
1471,1581,1448,1
1472,-1581,-1458,1
1473,1588,1430,1
1474,-1424,1606,1
1475,-600,-1826,1
1476,-668,-596,1
1477,-720,1975,1
1478,2015,-593,1
1479,694,-659,1
1480,-576,-665,1
1481,654,-714,1
1482,-1482,-1485,1
1483,1590,1411,1
1484,-724,1913,1
1485,642,-579,1
1486,634,679,1
1487,1424,-1549,1
1488,1420,-1544,1
1489,604,696,1
1490,1538,1419,1
1491,-640,-769,1
1492,641,-664,1
1493,-1474,1463,1
1494,573,712,1
1495,-699,1958,1
1496,-1973,580,1
1497,611,661,1
1498,-1994,-732,1
1499,1474,-1447,1
1500,-690,1957,1
1501,-1863,564,1
1502,1863,627,1
1503,1417,-1499,1
1504,-1496,1411,1
1505,1500,-1397,1
1506,-1465,1441,1
1507,1930,-564,1
1508,-622,617,1
1509,1417,1483,1
1510,-706,-632,1
1511,1453,1448,1
1512,-1438,-1462,1
1513,707,-1956,1
1514,-701,1965,1
1515,-1414,1483,1
1516,-1958,668,1
1517,-797,644,1
1518,-1378,-1515,1
1519,-1402,-1483,1
1520,-558,-1903,1
1521,2017,-663,1
1522,1447,1447,1
1523,522,1921,1
1524,-1872,-726,1
1525,-1484,1410,1
1526,592,752,1
1527,1548,-1344,1
1528,589,-672,1
1529,1468,-1424,1
1530,1993,-670,1
1531,1987,660,1
1532,739,-1907,1
1533,-628,568,1
1534,1962,-591,1
1535,-618,621,1
1536,649,-1861,1
1537,-644,1846,1
1538,-760,1919,1
1539,1347,1560,1
1540,683,-595,1
1541,679,1998,1
1542,-1979,-675,1
1543,-697,2011,1
1544,-694,1947,1
1545,-1623,1303,1
1546,-1959,679,1
1547,1853,-641,1
1548,1927,649,1
1549,-585,-1818,1
1550,-583,-1981,1
1551,1463,1449,1
1552,-1929,-681,1
1553,622,1968,1
1554,-640,628,1
1555,1385,1550,1
1556,-1878,-581,1
1557,-1943,633,1
1558,1344,1621,1
1559,-1539,1407,1
1560,-628,645,1
1561,-1432,-1524,1
1562,655,-1843,1
1563,681,674,1
1564,690,-650,1
1565,1650,-1341,1
1566,656,-633,1
1567,-1638,1367,1
1568,-682,1966,1
1569,1905,-525,1
1570,1671,-1363,1
1571,-638,-642,1
1572,-1939,650,1
1573,606,-1944,1
1574,1950,731,1
1575,-1561,1451,1
1576,-688,-1963,1
1577,-642,-648,1
1578,602,-662,1
1579,-1926,-651,1
1580,633,659,1
1581,-697,-716,1
1582,632,575,1
1583,612,635,1
1584,547,-645,1
1585,645,1942,1
1586,1882,-667,1
1587,-604,-1836,1
1588,-1407,-1688,1
1589,1630,-1435,1
1590,-1894,-801,1
1591,1739,-1415,1
1592,-1693,1437,1
1593,1392,1782,1
1594,-1926,-576,1
1595,-661,1918,1
1596,-1902,684,1
1597,1446,1719,1
1598,705,-562,1
1599,-1960,-590,1
1600,1490,1682,1
1601,-1710,1480,1
1602,564,-1891,1
1603,-1937,-674,1
1604,664,-1940,1
1605,1976,571,1
1606,666,656,1
1607,-639,-635,1
1608,725,731,1
1609,-1838,-692,1
1610,-640,1946,1
1611,1464,1887,1
1612,1936,-626,1
1613,-566,679,1
1614,1919,606,1
1615,1822,-1521,1
1616,-604,723,1
1617,-1537,-1781,1
1618,628,-1948,1
1619,-1920,-707,1
1620,-675,1927,1
1621,635,-1943,1
1622,660,-594,1
1623,-1995,-487,1
1624,596,-621,1
1625,1962,-763,1
1626,634,1883,1
1627,692,-669,1
1628,614,-708,1
1629,-784,-642,1
1630,644,-1943,1
1631,1868,-1606,1
1632,1635,1762,1
1633,703,1879,1
1634,673,-638,1
1635,1897,-700,1
1636,1870,671,1
1637,1640,1874,1
1638,597,1959,1
1639,1921,660,1
1640,624,-725,1
1641,799,-727,1
1642,731,-1932,1
1643,606,588,1
1644,-1874,1676,1
1645,-1737,-1767,1
1646,559,-1976,1
1647,1866,-1716,1
1648,-706,-653,1
1649,-655,1950,1
1650,-664,629,1
1651,-1953,626,1
1652,1848,-1754,1
1653,-681,-650,1
1654,-1919,652,1
1655,-1746,-1912,1
1656,-1805,-1790,1
1657,-624,1977,1
1658,-597,-1908,1
1659,-606,1871,1
1660,-647,1953,1
1661,-1962,-581,1
1662,1915,-630,1
1663,645,-561,1
1664,-1970,-659,1
1665,-656,-2003,1
1666,1864,1928,1
1667,-761,-1899,1
1668,-591,614,1
1669,730,610,1
1670,-1866,-1919,1
1671,-1858,-2019,1
1672,-638,-629,1
1673,-558,729,1
1674,-1882,678,1
1675,689,1902,1
1676,-1995,-756,1
1677,-664,-630,1
1678,-692,1908,1
1679,-1892,-671,1
1680,673,660,1
1681,1962,-696,1
1682,-604,653,1
1683,-1960,1999,1
1684,1963,674,1
1685,655,-656,1
1686,1920,1970,1
1687,666,2047,1
1688,-696,-1949,1
1689,1939,1882,1
1690,-1881,-630,1
1691,-1939,-1932,1
1692,669,-1877,1
1693,640,1926,1
1694,-1904,-634,1
1695,-1912,-1954,1
1696,-1932,-561,1
1697,-2000,1956,1
1698,-1926,-545,1
1699,1874,-1968,1
1700,-1936,1992,1
1701,-698,-1896,1
1702,1893,1953,1
1703,-1934,1904,1
1704,-1904,671,1
1705,1959,-611,1
1706,-548,1956,1
1707,-1902,-616,1
1708,608,-2017,1
1709,1962,1854,1
1710,-1848,2014,1
1711,1849,1874,1
1712,1912,656,1
1713,-1960,-657,1
1714,-1876,-641,1
1715,705,1907,1
1716,571,667,1
1717,1971,-614,1
1718,-1825,1903,1
1719,-678,-650,1
1720,1771,-2004,1
1721,-1963,661,1
1722,1966,668,1
1723,1894,692,1
1724,-1799,1831,1
1725,1959,626,1
1726,693,1885,1
1727,1945,-661,1
1728,1949,709,1
1729,619,-1863,1
1730,1887,1748,1
1731,677,-611,1
1732,1915,627,1
1733,633,-1894,1
1734,-623,-583,1
1735,-1696,1969,1
1736,-1940,659,1
1737,-598,-1963,1
1738,-606,1865,1
1739,603,-1906,1
1740,-1675,1882,1
1741,1951,-597,1
1742,-605,661,1
1743,-1892,542,1
1744,563,-597,1
1745,-1635,1896,1
1746,-1725,-1678,1
1747,584,1961,1
1748,-1943,-674,1
1749,-1962,587,1
1750,-1619,1825,1
1751,-650,600,1
1752,1930,-684,1
1753,1617,-1826,1
1754,641,1930,1
1755,635,657,1
1756,1828,1584,1
1757,1734,-662,1
1758,-1830,-1568,1
1759,1880,1567,1
1760,-1965,568,1
1761,-595,-739,1
1762,-1808,-705,1
1763,-1812,-1557,1
1764,1909,-543,1
1765,1948,-591,1
1766,-1546,1756,1
1767,573,1911,1
1768,-1758,-1543,1
1769,-641,622,1
1770,-682,514,1
1771,1957,-605,1
1772,720,-630,1
1773,643,-624,1
1774,591,-666,1
1775,-1730,-1526,1
1776,1523,-1734,1
1777,-611,-1885,1
1778,695,-1959,1
1779,620,648,1
1780,1520,-1676,1
1781,-1675,-1521,1
1782,-1933,683,1
1783,1679,1494,1
1784,-699,676,1
1785,652,675,1
1786,-1702,-1484,1
1787,593,1970,1
1788,722,1922,1
1789,1873,731,1
1790,-1946,637,1
1791,631,-614,1
1792,1585,1513,1
1793,-586,566,1
1794,-1971,-614,1
1795,1882,-618,1
1796,-1867,-735,1
1797,-1482,1574,1
1798,1485,-1593,1
1799,1423,-1642,1
1800,-637,634,1
1801,-679,1907,1
1802,1403,-1714,1
1803,-638,626,1
1804,-1630,-1449,1
1805,643,-575,1
1806,-617,-1899,1
1807,660,-1959,1
1808,766,-1968,1
1809,709,-724,1
1810,-587,-1938,1
1811,1902,-528,1
1812,1573,1443,1
1813,1577,1425,1
1814,663,-1830,1
1815,1470,-1527,1
1816,469,615,1
1817,1987,-546,1
1818,639,1949,1
1819,-704,677,1
1820,1513,1463,1
1821,601,628,1
1822,1451,-1511,1
1823,1550,1426,1
1824,-1448,1518,1
1825,-632,-1982,1
1826,1947,719,1
1827,739,-626,1
1828,2021,-594,1
1829,621,-619,1
1830,-720,1945,1
1831,-704,2000,1
1832,-1879,-584,1
1833,758,-1926,1
1834,-665,1952,1
1835,-1900,721,1
1836,-588,-1931,1
1837,2037,653,1
1838,-1382,1556,1
1839,-1483,-1439,1
1840,-1916,-556,1
1841,-587,-1856,1
1842,-609,-705,1
1843,576,1978,1
1844,-644,-1994,1
1845,-649,-764,1
1846,-2001,487,1
1847,577,617,1
1848,-1516,1377,1
1849,590,-610,1
1850,666,-1887,1
1851,-726,-685,1
1852,1857,656,1
1853,-710,-682,1
1854,-1450,1449,1
1855,1396,1497,1
1856,637,1934,1
1857,-709,1992,1
1858,-1555,1316,1
1859,-1432,-1443,1
1860,572,2007,1
1861,708,-1986,1
1862,-563,-1979,1
1863,-598,-1924,1
1864,-624,580,1
1865,1362,1531,1
1866,742,-1975,1
1867,2005,-612,1
1868,1937,-600,1
1869,-625,1855,1
1870,-613,-1954,1
1871,-714,654,1
1872,573,629,1
1873,-612,1908,1
1874,1982,687,1
1875,666,-612,1
1876,-584,558,1
1877,-1565,1327,1
1878,-602,-1896,1
1879,-1475,1430,1
1880,-1522,1373,1
1881,-724,1902,1
1882,-741,649,1
1883,-645,-1888,1
1884,-1379,-1545,1
1885,658,-688,1
1886,735,-595,1
1887,-1946,-742,1
1888,691,1949,1
1889,1944,725,1
1890,-618,1916,1
1891,682,629,1
1892,629,-671,1
1893,1937,-661,1
1894,-1423,-1517,1
1895,669,-630,1
1896,-1636,1335,1
1897,1900,-545,1
1898,595,638,1
1899,-1910,-734,1
1900,-634,-731,1
1901,-1381,-1594,1
1902,-1645,1346,1
1903,593,626,1
1904,1882,680,1
1905,-680,1920,1
1906,1423,1553,1
1907,1945,650,1
1908,1978,700,1
1909,-1600,1409,1
1910,657,-1998,1
1911,-629,688,1
1912,1897,757,1
1913,1928,684,1
1914,615,-555,1
1915,-676,-1929,1
1916,-709,1954,1
1917,-1971,-658,1
1918,1649,-1401,1
1919,-1588,1452,1
1920,1878,837,1
1921,-1443,-1605,1
1922,1409,1703,1
1923,-1878,626,1
1924,1435,1649,1
1925,1966,-639,1
1926,-566,-1956,1
1927,1858,-626,1
1928,1480,1609,1
1929,670,-661,1
1930,-1461,-1646,1
1931,-1441,-1656,1
1932,595,655,1
1933,1677,-1470,1
1934,-1941,-681,1
1935,1445,1729,1
1936,-1934,597,1
1937,691,630,1
1938,622,669,1
1939,-637,1939,1
1940,1972,591,1
1941,1847,636,1
1942,1698,-1511,1
1943,-1658,1528,1
1944,-637,-1946,1
1945,-1888,638,1
1946,1972,-640,1
1947,-672,622,1
1948,1929,-674,1
1949,-597,-1936,1
1950,-592,1963,1
1951,-1725,1517,1
1952,556,-1870,1
1953,1549,1744,1
1954,-1920,737,1
1955,-1545,-1756,1
1956,-616,606,1
1957,-617,728,1
1958,-1938,-527,1
1959,1766,-1572,1
1960,-620,576,1
1961,551,-770,1
1962,-1784,1598,1
1963,1879,-1567,1
1964,-1756,1603,1
1965,715,627,1
1966,1871,637,1
1967,-1623,-1802,1
1968,-612,-605,1
1969,1924,678,1
1970,1947,562,1
1971,-1942,622,1
1972,-520,646,1
1973,-640,1894,1
1974,-689,-610,1
1975,1953,593,1
1976,1956,575,1
1977,1972,559,1
1978,-590,719,1
1979,1662,1935,1
1980,-588,-705,1
1981,1954,-617,1
1982,1725,1820,1
1983,1853,-1717,1
1984,-621,1961,1
1985,-1945,1690,1
1986,704,-738,1
1987,1969,-774,1
1988,-692,-1988,1
1989,1934,-1742,1
1990,-594,680,1
1991,-1921,639,1
1992,825,1932,1
1993,-1784,-1917,1
1994,1862,-1793,1
1995,623,-1965,1
1996,-1976,-559,1
1997,777,673,1
1998,631,1963,1
1999,-1914,1826,1
2000,-1935,-525,1
2001,662,664,1
2002,700,-1964,1
2003,-615,616,1
2004,-680,-1956,1
2005,-1889,639,1
2006,673,-1913,1
2007,628,1875,1
2008,-614,-648,1
2009,708,1824,1
2010,-620,544,1
2011,-622,-1942,1
2012,-1905,-1985,1
2013,1998,611,1
2014,-1884,1957,1
2015,-1919,-613,1
2016,734,1967,1
2017,1946,1996,1
2018,705,-588,1
2019,715,2008,1
2020,-1807,645,1
2021,2035,-665,1
2022,-565,1898,1
2023,-1910,1862,1
2024,-1905,719,1
2025,-1943,1992,1
2026,-1934,1962,1
2027,1981,1938,1
2028,-716,-1928,1
2029,1902,-1960,1
2030,681,1910,1
2031,627,1864,1
2032,500,-1882,1
2033,-640,-2036,1
2034,1996,1943,1
2035,1970,1998,1
2036,-663,1997,1
2037,617,-1940,1
2038,-1874,-2046,1
2039,-619,635,1
2040,668,-2020,1
2041,597,662,1
2042,635,-779,1
2043,-1939,-682,1
2044,1911,649,1
2045,573,-1935,1
2046,-631,1977,1
2047,1996,662,1
2048,631,-2047,1
2049,636,-1988,1
2050,-661,1879,1
2051,-1862,1971,1
2052,-1815,2004,1
2053,-636,-1982,1
2054,1827,-1909,1
2055,-1947,-1821,1
2056,-609,-1946,1
2057,677,-676,1
2058,-623,1929,1
2059,1928,-662,1
2060,2022,-530,1
2061,-1902,734,1
2062,632,-1933,1
2063,-1878,-1751,1
2064,1907,-748,1
2065,-677,1954,1
2066,727,-608,1
2067,-584,741,1
2068,1841,1758,1
2069,-674,-1951,1
2070,1913,-670,1
2071,1715,-1873,1
2072,-644,-1959,1
2073,-638,2009,1
2074,-520,1948,1
2075,687,481,1
2076,-1667,1910,1
2077,2042,-667,1
2078,-1931,-655,1
2079,-626,642,1
2080,-1901,-643,1
2081,-637,1902,1
2082,-1910,-1630,1
2083,-710,475,1
2084,635,1948,1
2085,1919,670,1
2086,1846,1613,1
2087,723,-620,1
2088,595,617,1
2089,-695,-563,1
2090,-1911,626,1
2091,671,-1961,1
2092,-1594,1790,1
2093,-619,1951,1
2094,1904,1561,1
2095,-549,-578,1
2096,-699,588,1
2097,-1941,-640,1
2098,685,1869,1
2099,-669,-1900,1
2100,-1995,-661,1
2101,-692,2008,1
2102,1858,-662,1
2103,1797,1530,1
2104,757,-1950,1
2105,621,-704,1
2106,1532,-1792,1
2107,1919,656,1
2108,1555,-1655,1
2109,-612,2019,1
2110,704,753,1
2111,1951,-630,1
2112,685,575,1
2113,-633,1893,1
2114,1885,612,1
2115,-1941,658,1
2116,1497,-1735,1
2117,589,1933,1
2118,-645,-1944,1
2119,-1920,-705,1
2120,1459,-1758,1
2121,-616,-1965,1
2122,1480,-1710,1
2123,632,-1897,1
2124,586,1977,1
2125,-1477,1659,1
2126,-1478,1641,1
2127,1677,1470,1
2128,-1451,1714,1
2129,-1943,-634,1
2130,-621,-1921,1
2131,545,1798,1
2132,589,-609,1
2133,628,-1978,1
2134,-1947,-777,1
2135,-1969,-688,1
2136,-1499,1572,1
2137,1642,1442,1
2138,1893,687,1
2139,667,-1930,1
2140,-728,1836,1
2141,1502,-1532,1
2142,692,617,1
2143,1586,1453,1
2144,-633,1897,1
2145,-1440,1609,1
2146,666,1975,1
2147,704,748,1
2148,-650,1938,1
2149,692,-1922,1
2150,-695,655,1
2151,542,1870,1
2152,-1578,-1439,1
2153,-731,-619,1
2154,700,-1839,1
2155,-665,651,1
2156,-669,682,1
2157,636,-640,1
2158,-739,569,1
2159,1637,1367,1
2160,-604,-638,1
2161,-1785,-706,1
2162,1680,1338,1
2163,-526,-1931,1
2164,-648,1943,1
2165,-1516,-1435,1
2166,711,2045,1
2167,1502,1446,1
2168,-687,-633,1
2169,-1441,-1482,1
2170,601,597,1
2171,-1948,585,1
2172,-1481,-1450,1
2173,-1429,-1481,1
2174,1946,-579,1
2175,717,-521,1
2176,-1485,1423,1
2177,-686,1856,1
2178,-1481,1428,1
2179,-675,1878,1
2180,-644,661,1
2181,-2013,654,1
2182,689,-1886,1
2183,-631,-710,1
2184,604,-658,1
2185,-1515,-1396,1
2186,-1968,-706,1
2187,-603,1976,1
2188,608,639,1
2189,672,675,1
2190,1408,1477,1
2191,-629,-722,1
2192,1862,-566,1
2193,-1428,1470,1
2194,-1960,-775,1
2195,-816,1879,1
2196,-1474,1407,1
2197,593,571,1
2198,1405,1477,1
2199,-1866,-707,1
2200,1424,1469,1
2201,-621,671,1
2202,1853,663,1
2203,-691,576,1
2204,-1573,1320,1
2205,1434,1462,1
2206,1440,1444,1
2207,-1436,1458,1
2208,1404,1493,1
2209,-610,-1939,1
2210,609,665,1
2211,667,-682,1
2212,601,1901,1
2213,679,-1883,1
2214,-672,661,1
2215,-636,1961,1
2216,1572,-1347,1
2217,-1368,-1548,1
2218,694,-1863,1
2219,-582,-693,1
2220,-590,-2010,1
2221,729,-762,1
2222,-2001,609,1
2223,-1334,-1601,1
2224,673,-593,1
2225,1972,-587,1
2226,666,-609,1
2227,-676,1934,1
2228,-705,-732,1
2229,-555,603,1
2230,701,-1900,1
2231,-662,1961,1
2232,-1916,663,1
2233,1953,-660,1
2234,-616,-641,1
2235,568,1993,1
2236,-1454,-1490,1
2237,-1636,1349,1
2238,-1563,1392,1
2239,-758,-616,1
2240,-1996,547,1
2241,706,-1988,1
2242,1470,-1471,1
2243,599,-672,1
2244,-1365,-1641,1
2245,-667,-622,1
2246,-663,-745,1
2247,1380,1645,1
2248,-646,-639,1
2249,1917,771,1
2250,-571,-706,1
2251,603,-1979,1
2252,-1639,1401,1
2253,-1598,1417,1
2254,-700,1966,1
2255,-1984,-651,1
2256,1943,722,1
2257,-1408,-1664,1
2258,655,-672,1
2259,682,-1932,1
2260,1437,1652,1
2261,731,635,1
2262,-691,-678,1
2263,-687,1824,1
2264,1989,-656,1
2265,-1707,1430,1
2266,1656,-1457,1
2267,1961,618,1
2268,-1418,-1733,1
2269,1974,-717,1
2270,1700,-1460,1
2271,-664,661,1
2272,727,-663,1
2273,-622,-1930,1
2274,-657,698,1
2275,-1745,1464,1
2276,690,577,1
2277,1446,1786,1
2278,1940,673,1
2279,-654,-1991,1
2280,-583,-613,1
2281,1972,585,1
2282,-669,-631,1
2283,1864,-1444,1
2284,-589,756,1
2285,633,2026,1
2286,-616,1955,1
2287,-1486,-1834,1
2288,1535,1704,1
2289,661,552,1
2290,-683,1897,1
2291,-658,-2000,1
2292,691,1807,1
2293,1539,1771,1
2294,1734,-1584,1
2295,-627,717,1
2296,610,604,1
2297,-1909,671,1
2298,-655,698,1
2299,-625,-1999,1
2300,684,695,1
2301,2029,629,1
2302,-1934,708,1
2303,1907,667,1
2304,594,-693,1
2305,-659,-653,1
2306,-1883,1601,1
2307,1841,-1614,1
2308,1809,-1617,1
2309,-1777,1662,1
2310,681,1865,1
2311,-1630,-1916,1
2312,-601,677,1
2313,-1899,-598,1
2314,1961,600,1
2315,581,-735,1
2316,679,-593,1
2317,681,-1930,1
2318,1805,-1693,1
2319,696,-1927,1
2320,-1700,-1946,1
2321,515,-1985,1
2322,1922,-659,1
2323,1689,1958,1
2324,-1924,-607,1
2325,1904,675,1
2326,-1919,679,1
2327,729,634,1
2328,1941,654,1
2329,-1907,1784,1
2330,616,667,1
2331,1919,-659,1
2332,1915,-537,1
2333,-1952,674,1
2334,647,-654,1
2335,1977,586,1
2336,1926,-662,1
2337,-645,577,1
2338,630,-711,1
2339,-1868,-613,1
2340,-744,-576,1
2341,-1991,1858,1
2342,638,-668,1
2343,1956,625,1
2344,594,668,1
2345,-619,1918,1
2346,-2011,-532,1
2347,-1913,690,1
2348,-720,-1915,1
2349,1912,1892,1
2350,-609,1841,1
2351,1913,-1957,1
2352,596,528,1
2353,-780,-1973,1
2354,-1953,-1971,1
2355,677,1931,1
2356,699,1895,1
2357,527,-1910,1
2358,722,1899,1
2359,2022,573,1
2360,1969,1958,1
2361,-601,1930,1
2362,746,1889,1
2363,-1924,637,1
2364,-1910,647,1
2365,558,1897,1
2366,601,551,1
2367,-688,-619,1
2368,-1987,-1955,1
2369,1890,-672,1
2370,529,2036,1
2371,-1931,-1944,1
2372,1972,1941,1
2373,1907,-1942,1
2374,-629,1919,1
2375,-1865,616,1
2376,2001,1935,1
2377,1918,672,1
2378,-691,-1916,1
2379,1910,-1916,1
2380,-1900,2017,1
2381,634,-555,1
2382,1912,-1888,1
2383,-639,-1932,1
2384,1903,-801,1
2385,1867,584,1
2386,-1895,674,1
2387,1914,1865,1
2388,-1852,-2042,1
2389,664,712,1
2390,571,641,1
2391,1821,-1952,1
2392,642,634,1
2393,626,648,1
2394,1823,1835,1
2395,-1911,-672,1
2396,633,-2041,1
2397,675,1959,1
2398,-1916,-648,1
2399,-682,599,1
2400,-1944,762,1
2401,-1878,-1752,1
2402,-1902,-666,1
2403,1956,-700,1
2404,652,1956,1
2405,-1742,1934,1
2406,-582,1923,1
2407,-591,1816,1
2408,-570,-1944,1
2409,1914,722,1
2410,-656,-648,1
2411,617,-681,1
2412,-671,-646,1
2413,635,1952,1
2414,-699,-1941,1
2415,-1897,-619,1
2416,672,1858,1
2417,640,-663,1
2418,-1654,1822,1
2419,668,-1927,1
2420,609,622,1
2421,1644,-1863,1
2422,1959,-596,1
2423,-1930,-659,1
2424,-661,1982,1
2425,-606,583,1
2426,637,-661,1
2427,-613,-666,1
2428,-582,650,1
2429,2044,621,1
2430,-1900,714,1
2431,1816,1586,1
2432,715,588,1
2433,-749,-1895,1
2434,-1921,575,1
2435,1551,-1832,1
2436,680,-1860,1
2437,1566,-1785,1
2438,634,1944,1
2439,-650,1928,1
2440,-632,-1948,1
2441,-1941,646,1
2442,1818,1521,1
2443,1544,-1751,1
2444,-571,-717,1
2445,572,-2023,1
2446,-674,1890,1
2447,650,-674,1
2448,-604,-1888,1
2449,-716,535,1
2450,1771,1480,1
2451,-1952,630,1
2452,1463,-1816,1
2453,1955,583,1
2454,-734,1827,1
2455,-711,580,1
2456,1661,1500,1
2457,-629,-646,1
2458,668,-1950,1
2459,624,644,1
2460,-1478,1713,1
2461,-698,1920,1
2462,-1909,595,1
2463,1466,-1686,1
2464,-631,-653,1
2465,-691,738,1
2466,639,-1935,1
2467,-1502,1607,1
2468,-619,1882,1
2469,-601,-652,1
2470,-704,-629,1
2471,546,684,1
2472,-1919,-693,1
2473,697,-665,1
2474,1989,-621,1
2475,721,-642,1
2476,-606,628,1
2477,1903,-600,1
2478,-608,-635,1
2479,694,-1936,1
2480,-654,1914,1
2481,-618,-1944,1
2482,1612,1437,1
2483,-693,-643,1
2484,1642,1401,1
2485,-1845,-713,1
2486,619,1841,1
2487,-1584,-1438,1
2488,-1480,1511,1
2489,-1865,619,1
2490,-1866,638,1
2491,1979,637,1
2492,625,-1959,1
2493,1414,-1593,1
2494,1481,-1478,1
2495,1390,-1604,1
2496,1394,-1590,1
2497,-719,-649,1
2498,1865,654,1
2499,-1997,648,1
2500,-2030,550,1
2501,-1532,-1426,1
2502,-575,1844,1
2503,-603,625,1
2504,1503,1442,1
2505,1446,1478,1
2506,-675,665,1
2507,1920,-606,1
2508,-1473,1447,1
2509,-657,-639,1
2510,682,-1939,1
2511,1494,1428,1
2512,1939,630,1
2513,1917,735,1
2514,-1997,576,1
2515,1917,-780,1
2516,2016,599,1
2517,1973,677,1
2518,1877,678,1
2519,1418,-1498,1
2520,-1934,513,1
2521,735,-1989,1
2522,1954,-583,1
2523,1918,-544,1
2524,-664,705,1
2525,583,642,1
2526,-582,-632,1
2527,583,633,1
2528,-682,1863,1
2529,691,-607,1
2530,-1461,1435,1
2531,1942,-586,1
2532,-583,1857,1
2533,-630,-665,1
2534,1980,-619,1
2535,-1449,-1448,1
2536,-1412,-1477,1
2537,1876,698,1
2538,1386,1498,1
2539,567,712,1
2540,-1449,1444,1
2541,-1525,1360,1
2542,609,614,1
2543,686,-1884,1
2544,2001,-610,1
2545,-656,1879,1
2546,677,707,1
2547,1379,1525,1
2548,621,-643,1
2549,656,-1954,1
2550,1806,-650,1
2551,-1990,669,1
2552,-638,-1994,1
2553,-1522,1389,1
2554,1941,-624,1
2555,582,-707,1
2556,700,700,1
2557,-694,1959,1
2558,-1548,1376,1
2559,-1528,1386,1
2560,-644,-1992,1
2561,-740,1918,1
2562,-734,1985,1
2563,-724,-1893,1
2564,676,-655,1
2565,-622,-629,1
