noise_mag,rx_I,rx_Q
255,-1279,-887
255,-1888,681
255,-1833,1756
255,-427,-1806
255,-459,-883
255,-525,433
255,-656,1769
255,887,-2035
255,872,-576
255,333,793
255,19,1979
255,1451,-2048
255,1724,-757
255,1506,686
255,1580,2021
255,-2048,-2041
255,-2048,-843
255,-2037,769
255,-2048,2047
255,-767,-1966
255,-886,-948
255,-868,304
255,-577,1767
255,281,-2048
255,424,-839
255,457,777
255,11,1947
255,1690,-1934
255,1694,-884
255,1701,432
255,1715,1256
255,-2048,-1785
255,-2048,-587
255,-2048,1027
255,-2048,2047
255,-1033,-1699
255,-906,-414
255,-909,863
255,-659,2047
255,628,-1591
255,353,-453
255,825,530
255,1003,1962
255,2047,-1648
255,2047,-312
255,1727,1067
255,1766,1762
255,-2040,-1794
255,-1627,-859
255,-1819,226
255,-1949,2047
255,-150,-1587
255,-161,-444
255,-693,801
255,-992,2047
255,726,-1837
255,294,-690
255,451,565
255,766,2032
255,1924,-2048
255,2047,-798
255,1872,605
255,1801,1857
255,-2048,-2048
255,-1998,-222
255,-2048,482
255,-2048,2047
255,-572,-2048
255,-750,-951
255,-340,553
255,-287,1754
255,862,-2048
255,312,-637
255,487,670
255,581,2047
255,1811,-1598
255,1680,-211
255,1417,1267
255,1913,2047
255,-1747,-1758
255,-1805,-532
255,-1921,881
255,-1898,1644
255,-302,-2048
255,-210,-1076
255,-537,813
255,-425,2019
255,840,-1789
255,1034,-850
255,911,501
255,919,1650
255,1722,-2048
255,1502,-1053
255,2047,603
255,2047,1854
255,-1640,-2048
255,-2048,-747
255,-2003,707
255,-1806,2047
255,-628,-1705
255,-607,-425
255,-310,839
255,-482,1306
255,982,-2048
255,806,-1153
255,711,659
255,774,1455
255,2047,-2048
255,2047,-557
255,2047,831
255,1941,2047
255,-1945,-1719
255,-1946,-710
255,-1948,525
255,-1698,1953
255,-157,-1412
255,-429,-1114
255,-209,-28
255,-279,1867
255,877,-1838
255,852,-693
255,1056,814
255,701,2022
255,1794,-2039
255,1136,-584
255,1606,522
255,1780,1692
255,-1759,-1170
255,-1829,-376
255,-1714,429
255,-1738,2016
255,-492,-2048
255,-335,-610
255,-787,980
255,-669,1843
255,352,-2048
255,821,-535
255,996,365
255,835,1887
255,2047,-2048
255,2047,-867
255,2047,210
255,1894,1578
255,-1785,-1907
255,-1372,-575
255,-1309,796
255,-1695,1985
255,-405,-1859
255,-162,-479
255,-695,733
255,-741,2047
255,463,-2048
255,534,-985
255,420,484
255,449,1871
255,2047,-2048
255,1913,-169
255,1884,843
255,1826,2047
255,-2048,-2048
255,-2048,-615
255,-1601,205
255,-1768,1569
255,-551,-2048
255,-708,-866
255,-767,-43
255,-886,1837
255,174,-1899
255,465,-559
255,538,318
255,429,2047
255,2017,-1987
255,1581,-990
255,2047,474
255,2027,1852
255,-1518,-2048
255,-1603,-756
255,-2027,433
255,-2048,2023
255,-725,-1272
255,-546,-325
255,-442,275
255,-745,1707
255,199,-2048
255,1026,-823
255,1150,809
255,633,1500
255,1404,-2048
255,1886,-631
255,1575,428
255,1719,2013
255,-2048,-1801
255,-1817,-873
255,-1690,454
255,-2048,2047
255,-907,-2048
255,-655,-410
255,-406,614
255,-928,1877
255,599,-1565
255,1061,-400
255,965,890
255,774,2047
255,2047,-1993
255,1683,-492
255,2047,196
255,1673,1549
255,-1718,-1710
255,-2001,-690
255,-1548,820
255,-2048,2047
255,-851,-1507
255,-544,-540
255,-949,610
255,-993,2047
255,468,-1837
255,544,-689
255,697,312
255,746,1527
255,1630,-1755
255,1829,-526
255,1716,639
255,1744,1925
255,-1830,-2048
255,-2048,-1225
255,-1742,4
255,-2048,1676
255,-605,-1710
255,-816,-692
255,-729,562
255,-554,2027
255,328,-2029
255,263,-308
255,900,564
255,643,1775
255,1678,-2048
255,2047,-1061
255,2047,587
255,2047,1567
255,-1831,-1929
255,-2048,-363
255,-2048,453
255,-2048,1809
255,-880,-1955
255,-857,-926
255,-1065,93
255,-715,1854
255,770,-2048
255,1147,-745
255,882,964
255,607,1811
255,2047,-1695
255,1783,-916
255,1624,1133
255,1815,2047
255,-1943,-1785
255,-2048,-586
255,-2048,773
255,-2048,1939
255,-1143,-1949
255,-617,-405
255,-585,370
255,-521,2047
255,648,-1776
255,904,-567
255,396,556
255,654,1760
255,1957,-2048
255,2047,-611
255,2047,723
255,2047,1839
255,-1708,-2048
255,-1472,-806
255,-2021,588
255,-1842,1824
255,-446,-1416
255,-497,-867
255,-346,210
255,-298,1833
255,839,-1907
255,777,-1086
255,907,29
255,912,1725
255,1962,-1867
255,1728,-496
255,1514,698
255,1341,1788
255,-1872,-2048
255,-1800,-1009
255,-2048,182
255,-2048,1776
255,-263,-1766
255,-642,-802
255,-634,596
255,-874,1840
255,707,-2048
255,511,-801
255,121,343
255,359,1844
255,1621,-1885
255,1555,-785
255,1423,884
255,2047,2047
255,-1724,-1761
255,-1758,-1049
255,-1827,358
255,-1965,1618
255,-692,-1827
255,-989,-670
255,-819,351
255,-734,1095
255,732,-2048
255,562,-1234
255,222,498
255,308,1644
255,2029,-2048
255,2047,-1078
255,1781,-210
255,1620,1757
255,-1567,-1804
255,-2048,-878
255,-2048,444
255,-2048,1792
255,-485,-1990
255,-577,-740
255,-249,465
255,-614,1833
255,716,-1653
255,530,-831
255,923,537
255,945,2047
255,2028,-1363
255,1859,3
255,2030,676
255,2047,1744
255,-1591,-1830
255,-2004,-676
255,-2048,849
255,-1928,1836
255,-1127,-2048
255,-840,-1329
255,-520,563
255,-647,1774
255,651,-1770
255,911,-301
255,919,833
255,1192,1804
255,2047,-1456
255,2047,-692
255,1965,816
255,2047,1770
255,-1853,-1777
255,-2017,-571
255,-1835,1058
255,-1981,1745
255,-724,-2048
255,-543,-929
255,-693,598
255,-736,1843
255,217,-1632
255,552,-26
255,458,1129
255,778,2047
255,1950,-2048
255,2047,-877
255,1464,447
255,1750,1797
255,-2048,-2048
255,-1946,-1231
255,-1949,249
255,-2048,1655
255,-668,-2007
255,-942,-1286
255,-470,648
255,-546,1944
255,853,-1940
255,548,-897
255,194,661
255,506,1971
255,2047,-2048
255,1889,-789
255,1836,366
255,2047,1636
255,-1859,-2048
255,-2030,-1110
255,-1860,-20
255,-2048,1119
255,-1079,-2048
255,-490,-1136
255,-585,438
255,-777,1779
255,391,-1505
255,390,-1046
255,643,364
255,894,1375
255,2047,-2048
255,1909,-875
255,1876,705
255,1810,1548
255,-2048,-1713
255,-2048,-952
255,-1981,296
255,-2048,1750
255,-541,-2048
255,-687,-653
255,-726,1150
255,-802,2047
255,595,-1717
255,543,-195
255,949,789
255,742,1461
255,2047,-1885
255,1812,-277
255,2047,627
255,1930,2047
255,-1712,-1770
255,-1991,-557
255,-2048,576
255,-2048,2047
255,-513,-1718
255,-632,-451
255,-616,787
255,-838,2047
255,525,-1894
255,658,-549
255,669,847
255,946,2047
255,2047,-1909
255,2047,-69
255,1783,1042
255,2047,2047
255,-1303,-1640
255,-1937,-805
255,-1930,334
255,-1405,1826
255,-337,-1666
255,-534,-603
255,-165,738
255,-701,1614
255,1053,-2048
255,949,-941
255,741,573
255,835,2047
255,1808,-2048
255,1419,-987
255,1916,481
255,1891,1866
255,-2047,-1587
255,-2048,-699
255,-1845,291
255,-1491,1485
255,-253,-1838
255,-367,-437
255,-340,561
255,-285,1770
255,610,-1524
255,573,-573
255,753,798
255,604,1735
255,1855,-2048
255,2023,-714
255,1595,773
255,1248,2047
255,-2048,-1696
255,-1915,-918
255,-1887,618
255,-2048,2047
255,-929,-1804
255,-1464,-114
255,-1260,953
255,-850,2043
255,755,-1486
255,863,-1008
255,569,-72
255,745,1779
255,1883,-2048
255,1569,-537
255,1961,1127
255,2047,2047
